timestamp,node1,node2,node3,node4,node5,node6,node7
4.65,0.08,0,1.52,0,0,0.08,0
4.66,0.24,4.64,42,0,0,0,0
4.67,0,4.24,0.16,0.16,4,0,0.16
4.68,0.08,0,3.04,0.08,2.64,0,0.08
4.69,0,0,0,0.16,0.08,0.08,0.08
4.7,8.48,0,0,10,0.08,0,0.08
4.71,11.38,0,0,18.16,0.08,0,20.48
4.72,42.64,0.56,0,55.68,0.72,0.08,17.68
4.73,100,0,42.8,0,0,0.48,39.92
4.74,22.4,0.08,0,0,0,0,0.08
4.75,0.56,0.08,0,0,60.96,0.08,0
4.76,0,67.28,0,0,6.4,65.92,0
4.77,0.08,0.08,1.2,0.08,0,1.44,0
4.78,0,0.08,0.08,0.08,0,0,0.08
4.79,84.64,0.72,1.68,0.56,0.64,0.48,0.72
4.8,100,0.56,0.48,0.56,0.64,0.56,15.2
4.81,100,1.12,0.4,4.32,1.04,1.12,4.07
4.82,100,0,6.64,0,0,0,2.16
4.83,100,0,8.32,0,0,3.44,0.08
4.84,100,38.24,8.64,48.96,60.08,52.72,0.08
4.85,100,19.12,0.32,7.28,0.24,1.84,0.08
4.86,100,0,5.68,3.6,0.08,3.44,0
4.87,100,0,6.48,2.08,10.8,0.16,0
4.88,100,10.8,11.28,0.08,0,10.72,0.08
4.89,100,0,0,0,0,1.28,0.08
4.9,100,1.2,2.88,0,11.44,11.44,0.08
4.91,100,16,0.08,0,12.4,0,0.08
4.92,100,0,13.04,42,0,0,0
4.93,100,0,0,0,0,1.2,0
4.94,100,1.36,0.08,2.48,0,0.24,0.08
4.95,100,2.64,0.4,0,0,11.44,0.08
4.96,100,13.36,0.08,0,0,0.08,0.08
4.97,63.12,1.84,0.08,0,0,0,1.12
4.98,0.24,0,10.8,0,3.84,1.28,3.28
4.99,76.08,1.04,11.2,42.96,22.24,11.52,0
5,100,11.44,0,0,0,11.44,2.24
5.01,100,12.08,0.32,0,0,0,11.44
5.02,100.08,0,0,0.8,0,0,0
5.03,99.92,3.76,10,2,0,11.68,0
5.04,100,11.68,64.88,0.08,5.36,0.08,3.84
5.05,100.08,0,2.56,0.64,6.08,0.24,0.8
5.06,100,0.32,0,0.56,0.64,0.32,0.72
5.07,100,0.32,0,11.44,0,2,0
5.08,100,0,0.08,10.96,0.08,5.6,0
5.09,100,5.2,0,2.32,0,0.08,0.08
5.1,100,0,0.08,0,6.88,0.24,0
5.11,69.92,42.4,0,10.56,2.32,0,0
5.12,100,0.08,0.08,6.4,0.08,2.4,0.08
5.13,100,0.08,0,4.96,0,2.64,0.08
5.14,100,0.08,0,1.6,0,11.44,0
5.15,100,0.08,0,0.96,0.08,11.12,0
5.16,39.2,0.08,3.92,11.68,0.08,0.24,0
5.17,100,0.72,0.72,12.16,7.04,0.56,0.24
5.18,100,0,0,0.32,9.04,0,0.16
5.19,100,0,0.08,0.32,0,0,0.08
5.2,100,0.08,0.08,0.08,0.08,0.08,0
5.21,100,7.12,0.08,0,0,0.08,0.08
5.22,100,13.44,4,0,7.04,5.6,0.32
5.23,100,100,39.28,0,87.6,4.32,0
5.24,100,11.04,0,12.32,37.36,100,0
5.25,100,0.08,0,38.24,0.08,23.04,0
5.26,100,0,0,0,0,0,0
5.27,100,0,0,0.32,0,0,0.4
5.28,60,0.08,0.08,0.32,0.08,0.08,0.16
5.29,16.08,9.61,0.08,9.83,8.87,9.62,10.18
5.3,100,0,0.08,34.96,39.44,23.68,23.68
5.31,100,67.36,0.08,30.16,22,23.68,0.08
5.32,100,0,9.36,0.08,0,0.08,24.4
5.33,100,0.08,0.08,0,0.08,0,3.68
5.34,100,0,0.48,0,0,0,2.08
5.35,99.8,0,2.88,0,0,0,14.4
5.36,100,0.08,2.16,0.08,0.08,0.08,0
5.37,100,0.08,49.44,0,0.08,0.08,0.08
5.38,100,0,0.96,0.16,0,0,0
5.39,100,0.08,0.24,0,0,0,0
5.4,100,0,0,0,1.28,0,28.32
5.41,100,0.08,0.08,4,0,0.08,0
5.42,100,0,0,2.72,0.08,0,0.08
5.43,100,0,0,0,0,0,0.08
5.44,30.96,0,9.36,0,0,0,0
5.45,55.76,8.8,1.68,0,0,6.88,0
5.46,100.08,0.56,0.48,0,9.36,2.48,0.08
5.47,100,0,0,3.92,0,0,21.52
5.48,100,0,6.48,63.12,0,0.08,0
5.49,100,0.48,33.44,0,0.56,0.64,0.32
5.5,100,4.8,0,0,0,3.36,0
5.51,100,54.88,0.08,0.08,59.68,56.48,0
5.52,100,0,1.28,0,0.08,0,0.08
5.53,100,0,10.96,0,0,0,19.92
5.54,100,0,0,0.08,0,0,0
5.55,100,0,0,0,0,0,0
5.56,100,0,0,0,0,0,0
5.57,100,0,10,9.36,0,0,0.08
5.58,100,9.44,1.2,0,9.36,9.36,0
5.59,98.16,0,0,0.24,0,0,0
5.6,0.24,0.48,0,0.32,0.56,0.56,0
5.61,35.68,1.76,0,0.96,0.96,1.12,0
5.62,100,2.96,0,8,0.4,0.64,0.08
5.63,100,48,9.92,7.2,20.16,45.04,0.08
5.64,100,2.08,11.12,16.32,31.52,4.24,0
5.65,100,1.52,0,0,0,0,2.16
5.66,100,0,0,0,0,0,1.92
5.67,100,0.08,1.12,0.96,0.08,0,0
5.68,100,0,0,11.36,42.48,0,0
5.69,100,0,0.08,0,0,0,0
5.7,100,3.92,0.08,0,0,1.36,0.08
5.71,100,6.88,0.08,0,0,9.92,0
5.72,100,0.88,10,13.6,0,0.72,0.08
5.73,100,0.88,0,4.24,0,2.64,0
5.74,100,0.48,1.6,3.52,0,0.96,0
5.75,79.6,11.84,0.32,2.16,0,39.76,0
5.76,2.64,9.92,0,1.12,0,1.84,0
5.77,35.76,0,0,0.24,0,0.24,0.08
5.78,100,0.16,0.24,16.08,0,0.4,3.52
